player_name,Nationality,Preferred Foot,Date of Birth,appearances_,sub_appearances,XA,pass_attempts,pass_accuracy,long_pass_attempts,long_pass_accuracy,Minutes Played,Duels Won,Total Tackles,Interceptions,Blocks,Red Cards,Yellow Cards,XG,Touches in the Opposition Box,Aerial Duels Won,Assists,Shots On Target Inside the Box,cross_attempts,cross_accuracy,dribble_attempts,dribble_accuracy,Fouls,Goals,Hit Woodwork,Offsides,Shots On Target Outside the Box,Corners Taken,Appearances,free_kick_attempts,free_kicks_scored,Passes,Own Goals,Penalties Taken,Goals Conceded,Clean Sheets,Saves Made,Penalties Faced,penalty_attempts,penalties_scored,penalties_saved,penalty_save_precentage,player_image_url,player_country,player_club,player_position
Tyrell Malacia,Netherlands,Left,17/08/1999,3,1,0.02,48,90,4,50,99,5,2,1,0,0,1,0.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/222690.png,Netherlands,Manchester United,Defender
Donyell Malen,Netherlands,Right,19/01/1999,14,12,0.17,67,78,4,50,298,20,7,0,0,0,0,2.17,26,4,0,4,0,0,9,44,1,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Netherlands,Aston Villa,Forward
José Sá,Portugal,Right,17/01/1993,0,0,0.0,800,59,436,27,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,29,0,0,0,0,0,48,7,71,7,0,0,2,29,https://resources.premierleague.com/premierleague25/photos/players/110x140/149065.png,Portugal,Wolverhampton Wanderers,Goalkeeper
Orel Mangala,Belgium,Right,18/03/1998,19,5,0.61,483,90,22,68,1255,53,16,21,3,0,2,1.12,13,6,0,0,6,17,23,61,24,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/179519.png,Belgium,Everton,Midfielder
Ryan Manning,Ireland,Right,14/06/1996,24,6,2.8,620,84,49,43,1468,86,28,17,11,0,2,0.35,24,15,1,0,41,20,27,41,19,0,0,0,4,32,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/204863.png,Ireland,Southampton,Defender
Bendito Mantato,England,Left,25/01/2008,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester United,Midfielder
Mateus Mané,England,Right,16/09/2007,1,1,0.0,5,80,0,0,1,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Wolverhampton Wanderers,Forward
Sékou Mara,France,Right,30/07/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/476888.png,France,Southampton,Forward
Solly March,England,Left,20/07/1994,8,7,0.31,69,71,9,33,162,10,6,2,0,0,2,0.09,7,1,0,0,14,29,4,25,2,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/109345.png,England,Brighton and Hove Albion,Midfielder
Emiliano Marcondes,Denmark,Right,09/03/1995,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/133845.png,Denmark,Bournemouth,Midfielder
Omar Marmoush,Egypt,Right,07/02/1999,16,2,2.12,286,84,0,0,1182,58,13,6,1,0,0,5.49,71,5,0,13,13,31,41,49,15,7,1,10,12,14,0,7,7,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Egypt,Manchester City,Forward
Filip Marschall,England,Right,24/04/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/462381.png,England,Aston Villa,Goalkeeper
Zach Marsh,England,Right,06/10/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Crystal Palace,Forward
Callum Marshall,Northern Ireland,Left,28/11/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/565431.png,Northern Ireland,West Ham United,Forward
Anthony Martial,France,,05/12/1995,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/148225.png,France,Manchester United,Forward
Gabriel Martinelli,Brazil,Right,18/06/2001,33,8,4.66,590,79,15,67,2300,94,23,5,0,0,1,7.41,195,17,4,28,89,24,93,35,16,8,0,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/444145.png,Brazil,Arsenal,Forward
Rodrigo Gomes,Portugal,Right,07/07/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/483081.png,Portugal,Wolverhampton Wanderers,Forward
Lisandro Martínez,Argentina,Left,18/01/1998,0,0,1.28,1314,90,102,43,1754,69,40,32,8,0,7,1.3,18,16,1,7,9,33,7,86,22,2,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/221820.png,Argentina,Manchester United,Defender
Emiliano Martínez,Argentina,Right,02/09/1992,0,0,0.0,1248,77,476,42,0,0,0,0,0,1,5,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,37,0,0,0,0,0,45,8,100,2,0,0,1,50,https://resources.premierleague.com/premierleague25/photos/players/110x140/98980.png,Argentina,Aston Villa,Goalkeeper
Wanya Marçal,Portugal,Right,19/10/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/461584.png,Portugal,Leicester City,Midfielder
Tawanda Maswanhise,Zimbabwe,,20/11/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/461585.png,Zimbabwe,Leicester City,Forward
Jean-Philippe Mateta,France,Right,28/06/1997,37,4,2.27,420,68,13,38,2654,129,18,2,4,0,2,13.53,102,64,2,24,26,19,42,48,27,14,2,21,12,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/231747.png,France,Crystal Palace,Forward
Sam Mather,England,Right,03/09/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester United,Midfielder
Roshaun Mathurin,England,,23/01/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Crystal Palace,Forward
Joël Matip,Cameroon,Right,08/08/1991,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/60914.png,Cameroon,Liverpool,Defender
Alex Matos,England,Right,03/10/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Chelsea,Forward
Remi Matthews,England,Right,10/02/1994,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/169593.png,England,Crystal Palace,Goalkeeper
Neal Maupay,France,Right,14/08/1996,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/115382.png,France,Everton,Forward
Stephy Mavididi,England,Right,31/05/1998,30,14,3.26,528,83,17,35,1613,96,34,11,2,0,2,1.84,64,9,1,6,62,16,82,43,18,4,0,3,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/154048.png,England,Leicester City,Forward
Konstantinos Mavropanos,Greece,Right,11/12/1997,33,12,0.42,1244,87,145,45,2037,117,35,40,18,1,4,1.54,24,59,0,5,2,50,14,64,17,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/233963.png,Greece,West Ham United,Defender
Ezra Mayers,England,Left,16/01/2007,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,West Ham United,Defender
Adrian Mazilu,Romania,Left,13/09/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/550141.png,Romania,Brighton and Hove Albion,Forward
Noussair Mazraoui,Morocco,Right,14/11/1997,37,3,1.87,1589,86,114,45,2848,216,115,34,9,0,3,0.68,33,51,1,4,23,26,44,59,38,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/230001.png,Morocco,Manchester United,Defender
Kevin Mbabu,Switzerland,Right,19/04/1995,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/120721.png,Switzerland,Fulham,Defender
Loïc Mbe Soh,France,Right,13/06/2001,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/242885.png,France,Nottingham Forest,Defender
Luke Mbete,England,Left,18/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/439510.png,England,Manchester City,Defender
Bryan Mbeumo,Cameroon,Left,07/08/1999,0,0,9.26,1092,74,58,52,3415,179,49,14,3,0,3,12.26,177,35,7,31,100,23,99,53,25,20,1,11,11,87,38,6,6,0,0,0,0,0,0,0,6,5,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/446008.png,Cameroon,Brentford,Midfielder
James McAtee,England,Left,18/10/2002,15,12,0.81,117,84,0,0,342,12,5,2,0,0,1,2.8,22,2,0,0,6,33,7,29,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/432714.png,England,Manchester City,Midfielder
Kasey McAteer,Ireland,Right,22/11/2001,18,9,0.63,220,79,5,40,852,57,23,5,2,0,3,1.03,31,13,1,6,21,19,21,29,18,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/461587.png,Ireland,Leicester City,Midfielder
Alex McCarthy,England,Right,03/12/1989,0,0,0.0,126,70,58,45,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,0,24,2,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/58376.png,England,Southampton,Goalkeeper
James McConnell,England,Right,13/09/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/491501.png,England,Liverpool,Midfielder
Ruairi McConville,Northern Ireland,Right,01/05/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Northern Ireland,Brighton and Hove Albion,Defender
Jamie McDonnell,Northern Ireland,,16/02/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Northern Ireland,Nottingham Forest,Midfielder
Tom McGill,Canada,Right,25/03/2000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/209288.png,Canada,Brighton and Hove Albion,Goalkeeper
John McGinn,Scotland,Left,18/10/1994,34,7,2.71,789,87,55,58,2230,139,33,14,2,0,7,3.13,63,17,4,8,38,26,33,61,43,1,0,3,0,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/122806.png,Scotland,Aston Villa,Midfielder
Scott McKenna,Scotland,Left,12/11/1996,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/168281.png,Scotland,Nottingham Forest,Defender
Callan McKenna,Scotland,Right,22/12/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Scotland,Bournemouth,Goalkeeper
Conor McManus,Ireland,,16/06/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Ireland,Brentford,Midfielder
Dwight McNeil,England,Left,22/11/1999,21,6,4.32,505,83,37,43,1371,58,13,6,0,0,1,1.09,27,3,6,7,46,24,44,55,6,4,0,1,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/433154.png,England,Everton,Forward
Scott McTominay,Scotland,Right,08/12/1996,2,2,0.0,0,0,0,0,17,1,0,0,0,0,0,0.07,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/195851.png,Scotland,Manchester United,Midfielder
Dermot Mee,Northern Ireland,Right,20/11/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Northern Ireland,Manchester United,Goalkeeper
Ben Mee,England,Left,21/09/1989,7,5,0.03,116,78,19,32,181,7,2,4,3,0,2,0.0,3,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/51927.png,England,Brentford,Defender
Jayden Meghoma,England,Left,28/06/2006,1,1,0.0,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/499717.png,England,Brentford,Defender
Hannibal Mejbri,Tunisia,Right,21/01/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/465527.png,Tunisia,Manchester United,Midfielder
Sam Morsy,Egypt,Right,10/09/1991,33,2,1.49,1423,87,119,49,2753,130,68,29,13,0,10,0.44,6,18,1,0,11,36,26,65,48,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/74944.png,Egypt,Ipswich Town,Midfielder
Chris Mepham,Wales,Right,05/11/1997,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/223911.png,Wales,Bournemouth,Defender
Mikel Merino,Spain,Left,22/06/1996,28,11,1.18,558,80,16,56,1581,137,46,15,5,1,2,5.91,83,60,2,13,13,31,19,47,41,7,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/195384.png,Spain,Arsenal,Midfielder
Max Merrick,England,Right,10/11/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Chelsea,Goalkeeper
Jenson Metcalfe,England,Right,06/09/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/491557.png,England,Everton,Midfielder
Bastien Meupiyou,France,Left,19/03/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,France,Wolverhampton Wanderers,Defender
Stephen Mfuni,England,,12/02/2008,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester City,Defender
Shumaira Mheuka,England,Right,20/10/2007,1,1,0.0,0,0,0,0,1,1,0,0,0,0,0,0.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Chelsea,Forward
Alex Mighten,England,,11/04/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/244930.png,England,Nottingham Forest,Forward
Nikola Milenkovic,Serbia,Right,12/10/1997,0,0,0.54,1026,83,179,53,3330,158,51,27,24,0,4,4.02,65,101,2,7,0,0,0,0,20,5,0,2,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/227444.png,Serbia,Nottingham Forest,Defender
Jamie Miley,England,Right,14/01/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Newcastle United,Midfielder
Lewis Miley,England,Right,01/05/2006,14,13,0.3,190,88,8,50,304,22,14,2,1,0,0,0.55,6,6,0,2,0,0,2,50,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/547719.png,England,Newcastle United,Midfielder
James Milner,England,Right,04/01/1986,4,1,0.16,66,79,4,25,173,7,5,2,2,0,1,0.16,4,0,0,0,3,33,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/15157.png,England,Brighton and Hove Albion,Midfielder
Tyrone Mings,England,Left,13/03/1993,14,2,0.25,675,88,61,44,1121,47,7,7,11,0,1,0.82,18,28,0,3,0,0,3,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/149484.png,England,Aston Villa,Defender
Yankuba Minteh,Gambia,Left,22/07/2004,32,12,5.02,444,69,25,56,1841,122,48,11,0,0,6,4.11,165,18,4,16,69,20,90,51,21,6,1,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/592031.png,Gambia,Brighton and Hove Albion,Forward
Tyrick Mitchell,England,Left,01/09/1999,0,0,3.71,1025,74,144,35,3102,152,91,19,12,0,2,1.31,44,20,5,6,105,18,33,48,23,0,0,2,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/244723.png,England,Crystal Palace,Defender
Kaoru Mitoma,Japan,Right,20/05/1997,36,8,4.04,890,81,33,48,2608,147,45,14,3,0,1,9.16,169,27,4,24,75,15,126,41,40,10,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/451340.png,Japan,Brighton and Hove Albion,Midfielder
Jakub Moder,Poland,Right,07/04/1999,4,4,0.54,21,81,0,0,9,1,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/243505.png,Poland,Brighton and Hove Albion,Midfielder
Jeremy Monga,England,,10/07/2009,7,7,0.02,25,72,0,0,105,9,2,0,2,0,0,0.16,5,0,0,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Leicester City,Midfielder
Zane Monlouis,England,,16/10/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Jamaica,Arsenal,Defender
Gonzalo Montiel,Argentina,Right,01/01/1997,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/218430.png,Argentina,Nottingham Forest,Defender
Bradley Moonan,England,Right,02/04/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Everton,Defender
Kieffer Moore,Wales,Right,08/08/1992,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/128340.png,Wales,Bournemouth,Forward
Jayden Moore,England,Right,12/12/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Southampton,Defender
Mikey Moore,England,Right,11/08/2007,10,7,0.56,78,82,2,50,361,12,2,1,0,0,0,0.2,14,1,1,0,13,8,15,13,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/499721.png,England,Tottenham Hotspur,Forward
Kobei Moore,England,Right,30/11/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Aston Villa,Forward
Jack Moorhouse,Ireland,Both,29/11/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Ireland,Manchester United,Midfielder
Andrew Moran,Ireland,Right,15/10/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/513834.png,Ireland,Brighton and Hove Albion,Midfielder
Savinho,Brazil,Left,10/04/2004,29,8,6.1,763,87,29,69,1770,104,23,6,2,0,3,5.01,157,1,8,23,70,23,92,57,17,1,1,3,15,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/510281.png,Brazil,Manchester City,Forward
Álex Moreno,Spain,Left,08/06/1993,15,4,0.0,320,78,22,27,959,42,25,15,5,0,2,0.0,8,3,1,0,18,22,16,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/106468.png,Spain,Nottingham Forest,Defender
